iter	Logloss
1512	0.5474900161
1513	0.5474409117
1514	0.5474056671
1515	0.5473527145
1516	0.5473250769
1517	0.5472896455
1518	0.547263994
1519	0.5471680738
1520	0.5471203516
1521	0.5470973989
1522	0.5470403036
1523	0.5470199729
1524	0.5469961432
1525	0.5469599045
1526	0.5469106985
1527	0.5468808607
1528	0.5467939171
1529	0.5467390136
1530	0.5467118401
1531	0.5466980326
1532	0.5466317281
1533	0.5465979263
1534	0.546570631
1535	0.5465205063
1536	0.546442716
1537	0.5464252659
1538	0.5463781933
1539	0.5463277997
1540	0.5462920375
1541	0.5462588808
1542	0.5462199225
1543	0.5461312669
1544	0.5460839878
1545	0.5460332816
1546	0.5459678258
1547	0.5459247286
1548	0.5458937836
1549	0.545875664
1550	0.5458400529
1551	0.5457785547
1552	0.5457424464
1553	0.5457253294
1554	0.5457049226
1555	0.5456014949
1556	0.5455540035
1557	0.5455141326
1558	0.5454805313
1559	0.5454451651
1560	0.5454287104
1561	0.5453700276
1562	0.5453111922
1563	0.545277283
1564	0.5452608262
1565	0.545212386
1566	0.5451361253
1567	0.545083497
1568	0.5450261385
1569	0.5449838411
1570	0.5449493986
1571	0.5449041713
1572	0.5448616229
1573	0.5447843949
1574	0.5447598306
1575	0.5447349129
1576	0.5447226196
1577	0.5446807751
1578	0.5446009226
1579	0.5445861519
1580	0.544540626
1581	0.5445028328
1582	0.5444390364
1583	0.5444138619
1584	0.5443933358
1585	0.5443409883
1586	0.544306984
1587	0.5442549955
1588	0.5442033864
1589	0.5441351467
1590	0.5440677309
1591	0.5440375264
1592	0.5439894556
1593	0.5439694714
1594	0.5439232172
1595	0.5438974524
1596	0.5438464003
1597	0.5437984912
1598	0.543726415
1599	0.5436986965
1600	0.5436711414
1601	0.5436373292
1602	0.5435805309
1603	0.5435645233
1604	0.5434944143
1605	0.5434339505
1606	0.5434142294
1607	0.5433796847
1608	0.5433414358
1609	0.5432826647
1610	0.543257876
1611	0.5432345091
1612	0.5431872222
1613	0.5431686439
1614	0.5430672774
1615	0.5430595542
1616	0.5430189311
1617	0.5429816524
1618	0.5429200983
1619	0.5429047525
1620	0.5428327792
1621	0.5427913578
1622	0.5427805102
1623	0.5427173946
1624	0.5426860043
1625	0.5426606228
1626	0.5426380213
1627	0.5425996535
1628	0.5425548931
1629	0.542524813
1630	0.5424682244
1631	0.5424449092
1632	0.5423976653
1633	0.5423740853
1634	0.5422845786
1635	0.5422339833
1636	0.5422157871
1637	0.5422053017
1638	0.5421395611
1639	0.5420669381
1640	0.5420147917
1641	0.5420069597
1642	0.5419338737
1643	0.5419036374
1644	0.5418719278
1645	0.541845977
1646	0.5418083737
1647	0.5417888354
1648	0.5417731543
1649	0.5417378153
1650	0.5417021654
1651	0.5416632853
1652	0.5416514862
1653	0.5415867093
1654	0.5415254046
1655	0.5414919894
1656	0.5414366806
1657	0.5413355348
1658	0.5412880767
1659	0.5412546872
1660	0.5412046254
1661	0.5411372672
1662	0.5410917481
1663	0.5410611135
1664	0.5409606647
1665	0.5409488227
1666	0.5408891439
1667	0.5408211554
1668	0.540744728
1669	0.5407264356
1670	0.540665592
1671	0.540617918
1672	0.5405943917
1673	0.5405843703
1674	0.5405220362
1675	0.5404944153
1676	0.5404667705
1677	0.5404139416
1678	0.540378125
1679	0.5403673762
1680	0.5403106415
1681	0.5402502968
1682	0.5402009973
1683	0.5401429462
1684	0.5400842961
1685	0.5400319297
1686	0.5399423821
1687	0.5398972843
1688	0.5398894876
1689	0.5398534865
1690	0.5398355641
1691	0.5397896187
1692	0.5397796392
1693	0.5397335343
1694	0.5396885241
1695	0.5396687133
1696	0.539601613
1697	0.539521327
1698	0.5394883861
1699	0.5394574721
1700	0.5394293302
1701	0.5393825309
1702	0.5393250648
1703	0.5392773192
1704	0.5392069181
1705	0.5391330752
1706	0.5390719112
1707	0.5390659824
1708	0.5390224717
1709	0.5389761354
1710	0.538950064
1711	0.5389059379
1712	0.5388518446
1713	0.5388072965
1714	0.5387855164
1715	0.5387463417
1716	0.5386932658
1717	0.5386852801
1718	0.5386786808
1719	0.5386253726
1720	0.538596251
1721	0.5385863677
1722	0.5385590908
1723	0.5385007453
1724	0.5384207244
1725	0.5384089812
1726	0.5383799852
1727	0.5383428922
1728	0.5383140671
1729	0.5382770721
1730	0.5382575955
1731	0.5382379883
1732	0.5382034786
1733	0.5381669503
1734	0.5381370699
1735	0.5381074526
1736	0.5380969996
1737	0.5380574567
1738	0.5380197678
1739	0.5379851849
1740	0.5379554897
1741	0.5379115175
1742	0.5378888462
1743	0.5378285995
1744	0.5377807172
1745	0.5376926123
1746	0.5376672262
1747	0.5376451011
1748	0.5376010815
1749	0.5375588772
1750	0.5375524607
1751	0.5374926973
1752	0.5374328963
1753	0.5373651315
1754	0.5373445503
1755	0.5373025246
1756	0.5372571718
1757	0.5372436641
1758	0.5372149078
1759	0.5371751541
1760	0.5371133854
1761	0.5370970823
1762	0.5370374616
1763	0.5369537934
1764	0.5369261074
1765	0.536914261
1766	0.5368414036
1767	0.5368127143
1768	0.5367894572
1769	0.5367644236
1770	0.5367076356
1771	0.5366841622
1772	0.5366632363
1773	0.5366318946
1774	0.5365749083
1775	0.5365624407
1776	0.5364585137
1777	0.5364335838
1778	0.5364142602
1779	0.5363384254
1780	0.5363163068
1781	0.5362860783
1782	0.5362503679
1783	0.5361621401
1784	0.5361073528
1785	0.5360846954
1786	0.5360731504
1787	0.5360552262
1788	0.5360292163
1789	0.5360132609
1790	0.5360022441
1791	0.5359869728
1792	0.5359722554
1793	0.5359294792
1794	0.5358828374
1795	0.5358295372
1796	0.535799518
1797	0.5357411406
1798	0.5357225755
1799	0.5356963789
1800	0.5356614948
1801	0.5356052826
1802	0.5355535318
1803	0.5355418952
1804	0.5355276074
1805	0.5354964442
1806	0.5354640634
1807	0.5354085801
1808	0.5353852578
1809	0.535369424
1810	0.5353447741
1811	0.5353211177
1812	0.5352663203
1813	0.5351983621
1814	0.5351919343
1815	0.5351708553
1816	0.5351439212
1817	0.5351049094
1818	0.5350457544
1819	0.5350274338
1820	0.5349665039
1821	0.5349570273
1822	0.5349301794
1823	0.5349054638
1824	0.5348554665
1825	0.5348059143
1826	0.5347812753
1827	0.5347596278
1828	0.5347155796
1829	0.5346536643
1830	0.5345627932
1831	0.5344977873
1832	0.534444497
1833	0.5343887801
1834	0.5343546816
1835	0.5343122401
1836	0.5342780007
1837	0.5342564181
1838	0.5342036614
1839	0.5341688237
1840	0.5341518762
1841	0.5341366751
1842	0.5340981872
1843	0.5340793211
1844	0.5340595987
1845	0.5340326372
1846	0.5340230556
1847	0.5339669256
1848	0.5339557882
1849	0.5339434396
1850	0.5339263018
1851	0.533860664
1852	0.5338401867
1853	0.5338063509
1854	0.5337950254
1855	0.5337210956
1856	0.5337034615
1857	0.5336183267
1858	0.5335769669
1859	0.533533661
1860	0.5334975991
1861	0.5334494396
1862	0.5334171397
1863	0.5333647663
1864	0.5333323509
1865	0.5332904044
1866	0.5332614662
1867	0.5332131881
1868	0.5331492826
1869	0.5330939085
1870	0.5330852523
1871	0.5330798298
1872	0.5330527036
1873	0.53303343
1874	0.533002714
1875	0.5329790454
1876	0.5329786889
1877	0.5329699401
1878	0.5329285659
1879	0.5329130188
1880	0.5328844957
1881	0.5328248178
1882	0.5327795374
1883	0.5327289731
1884	0.5327144675
1885	0.5326367775
1886	0.53262277
1887	0.5326024074
1888	0.5325676357
1889	0.532530079
1890	0.5324976746
1891	0.5324120761
1892	0.5323926766
1893	0.532367668
1894	0.5323475607
1895	0.5323319941
1896	0.5322836922
1897	0.5322341774
1898	0.5321973452
1899	0.5321398475
1900	0.5320802616
1901	0.5320681238
1902	0.5319996696
1903	0.5319764978
1904	0.5319647051
1905	0.5319313051
1906	0.5318986257
1907	0.5318466513
1908	0.5318155287
1909	0.5317881928
1910	0.5317209353
1911	0.5316950505
1912	0.5316333706
1913	0.5316010895
1914	0.5315753058
1915	0.5315612295
1916	0.5315325019
1917	0.5314958687
1918	0.5314764503
1919	0.5314172505
1920	0.5313898133
1921	0.5313488905
1922	0.531307047
1923	0.5312798452
1924	0.5312177086
1925	0.5311998628
1926	0.5310864514
1927	0.5310438285
1928	0.5310015079
1929	0.5309775105
1930	0.530966552
1931	0.530908008
1932	0.530866186
1933	0.530814456
1934	0.5307652454
1935	0.530745787
1936	0.5307326621
1937	0.5306355053
1938	0.5305846713
1939	0.5305497342
1940	0.5305408382
1941	0.5304775205
1942	0.530444207
1943	0.5304206429
1944	0.5303943207
1945	0.5303176883
1946	0.5302698949
1947	0.5302353491
1948	0.5301954378
1949	0.5301434164
1950	0.5301307922
1951	0.5300965029
1952	0.5300201858
1953	0.5299819962
1954	0.5299123623
1955	0.5298882931
1956	0.5298633104
1957	0.5298467411
1958	0.529787912
1959	0.5297518252
1960	0.5297296422
1961	0.5296895115
1962	0.5296347974
1963	0.5296069274
1964	0.5295623369
1965	0.5295276292
1966	0.5295059451
1967	0.5294828072
1968	0.5294141568
1969	0.5293689681
1970	0.5293362735
1971	0.5293026665
1972	0.5292303476
1973	0.5291502248
1974	0.5290847202
1975	0.5290235236
1976	0.528995432
1977	0.5289386185
1978	0.5288723249
1979	0.5288064217
1980	0.5287912204
1981	0.528752008
1982	0.5287190208
1983	0.5286765203
1984	0.5286566948
1985	0.528619783
1986	0.5285707334
1987	0.5285296926
1988	0.528508969
1989	0.5284844728
1990	0.5284589961
1991	0.5284151991
1992	0.5283648483
1993	0.5283242013
1994	0.5282776858
1995	0.528214986
1996	0.5281777411
1997	0.5281290986
1998	0.5280947929
1999	0.5280367096
